ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
300286.SZ,20260202,33463,9248.04,29167,8067.09,19336,5348.97,21463,5936.34,11525,3195.92,14348,3970.55,1767,488.78,1113,307.72,45,20.57
300886.SZ,20260202,10656,3032.31,11915,3390.32,6503,1850.54,5617,1599.69,2298,654.76,1925,547.6,0,0.0,0,0.0,387,112.21
601188.SH,20260202,117854,4334.88,124492,4576.07,84392,3104.68,88445,3251.55,41817,1536.3,39646,1459.45,10464,382.98,1945,71.77,-32203,-1166.92
600666.SH,20260202,329980,11501.09,337797,11765.03,192465,6709.52,170800,5957.89,85649,2987.14,93165,3252.93,14,0.49,6347,222.37,-156432,-5409.42
002654.SZ,20260202,202797,29794.12,130434,19250.78,214012,31475.79,145453,21440.42,136004,20018.39,170430,25047.33,29833,4385.92,136329,19935.69,-17494,-2679.77
300429.SZ,20260202,74050,10874.69,80698,11867.2,83077,12213.04,59051,8684.76,52841,7761.65,51331,7534.36,7249,1061.4,26136,3824.46,-16792,-2433.26
300837.SZ,20260202,49023,22562.96,25966,11978.48,37730,17371.35,38121,17551.75,18491,8523.38,27137,12506.75,8253,3793.17,22273,10213.88,9283,4241.44
301378.SZ,20260202,53863,23724.54,72622,32047.57,56080,24790.53,50428,22312.46,35385,15731.5,28976,12878.57,12641,5657.35,5942,2665.33,19317,8845.1
000821.SZ,20260202,51012,6889.85,90905,12295.0,118409,15996.62,145716,19698.05,161793,21875.78,144225,19483.82,158217,21404.59,108584,14689.98,-16366,-2231.56
600366.SH,20260202,266697,36368.49,272631,37176.88,173528,23653.52,165271,22529.41,83624,11404.96,81492,11103.61,14081,1911.89,18536,2528.96,-128796,-17489.95
300396.SZ,20260202,15755,2064.79,9594,1257.36,9826,1285.49,14092,1845.57,3578,470.03,4540,594.89,0,0.0,933,122.5,-4197,-549.07
601857.SH,20260202,963415,103276.98,999881,107162.08,994441,106646.33,948511,101707.52,741869,79483.78,672999,72136.6,537068,57559.32,615402,65960.2,-39744,-4029.72
002230.SZ,20260202,280821,163598.84,173265,101233.82,335662,196066.32,305683,178625.88,243862,142609.21,266918,156118.43,148035,86565.16,262514,152861.4,-200215,-116327.73
600323.SH,20260202,34016,9837.11,41544,12008.26,14688,4237.55,11517,3327.6,7489,2164.53,3550,1025.29,1662,480.38,1244,358.42,-16631,-4802.7
688428.SH,20260202,99572,22270.27,105307,23504.63,77940,17467.82,69917,15676.79,34118,7623.72,33861,7591.94,4267,950.56,6812,1539.02,-638,-34.14
300212.SZ,20260202,78065,9828.23,40868,5189.21,87061,10976.88,81569,10344.06,76699,9762.85,99488,12663.69,51484,6634.2,71382,9005.2,93174,11724.63
000048.SZ,20260202,53535,9762.25,65163,11884.73,45693,8341.51,44429,8116.18,39195,7166.21,31326,5732.55,12947,2375.74,10452,1912.25,-25960,-4718.12
002493.SZ,20260202,441653,61046.04,221910,30758.09,330152,45709.42,354883,49114.46,338326,46941.66,365437,50605.23,99516,13790.22,267418,37009.55,25086,3613.19
002090.SZ,20260202,64800,8082.22,53795,6715.84,50950,6354.19,48044,5997.7,41510,5185.53,51381,6404.43,9352,1173.05,13391,1677.0,5578,718.78
688167.SH,20260202,1964,5051.03,1911,4898.99,33241,85336.24,33052,84848.61,25633,65845.12,26291,67648.93,13449,34549.4,13033,33385.27,2503,6600.36
002594.SZ,20260202,204298,179196.58,90353,79369.07,246466,216240.26,191000,167676.82,140948,123715.6,189990,166628.79,55261,48532.63,175630,154010.4,-70206,-61397.41
300182.SZ,20260202,341425,20687.76,348756,21142.93,412423,25026.3,372154,22604.86,285930,17372.04,298381,18109.32,115891,7056.65,136378,8285.64,-143257,-8520.72
300264.SZ,20260202,93698,6137.41,104970,6879.49,94590,6200.82,111592,7313.15,92231,6048.62,70832,4643.28,8722,570.54,1846,121.47,40297,2657.66
600415.SH,20260202,328554,52720.9,322557,51770.66,263915,42423.49,254299,40889.44,114198,18331.76,123876,19884.05,24479,3934.82,30414,4866.82,-100951,-16078.06
601333.SH,20260202,477074,15076.22,488728,15419.41,277880,8771.2,285790,9026.62,173485,5477.53,207265,6554.61,132118,4165.05,78775,2489.36,53421,1748.25
001299.SZ,20260202,31778,4136.23,22275,2901.15,17995,2342.43,19439,2530.3,3890,506.76,11074,1441.08,0,0.0,875,112.88,-5673,-736.91
003010.SZ,20260202,43009,16350.11,38004,14469.35,25334,9654.91,27536,10489.5,9504,3633.21,12144,4624.09,1206,458.78,1369,514.08,-6242,-2273.69
603202.SH,20260202,3560,3289.17,4365,4032.01,3637,3360.42,3175,2934.94,1636,1511.96,1519,1404.37,549,508.33,322,298.57,-2450,-2259.15
000801.SZ,20260202,48687,7572.46,49851,7754.81,49429,7685.68,43380,6749.46,28245,4398.15,30265,4707.74,3275,509.9,6141,954.18,-31684,-4906.13
600057.SH,20260202,289907,22659.73,283542,22153.42,163165,12778.33,168803,13228.99,77439,6041.15,63712,4992.96,10825,832.49,25279,1936.34,-64749,-5060.1
600352.SH,20260202,627039,88579.99,624129,88128.89,432367,61230.51,441256,62460.16,340549,48216.46,333940,47354.73,138064,19486.15,138694,19569.35,-245079,-34552.55
600208.SH,20260202,473755,17317.93,552381,20169.21,295887,10806.75,272985,9977.92,140196,5118.97,128982,4714.28,57243,2081.09,12732,463.32,-283930,-10325.81
603908.SH,20260202,11382,2838.54,10992,2739.64,4144,1031.82,4605,1147.53,865,215.17,794,198.37,0,0.0,0,0.0,637,158.84
301373.SZ,20260202,13053,4679.38,17376,6234.63,12484,4487.91,10254,3684.92,5705,2056.07,4111,1479.86,500,176.05,0,0.0,-6981,-2489.88
002597.SZ,20260202,40269,9220.96,45499,10414.24,45104,10330.71,40965,9391.82,34458,7884.73,38603,8826.76,12575,2875.95,7339,1679.53,-46901,-10740.28
300935.SZ,20260202,18804,6855.65,10231,3742.71,10371,3779.29,13366,4857.31,4299,1569.98,8983,3273.96,969,350.66,1863,681.6,-4664,-1667.7
688458.SH,20260202,19375,8159.08,21230,8941.47,13900,5863.42,12426,5242.1,10444,4402.65,9815,4131.63,1563,653.65,1812,763.6,-4427,-1878.41
300850.SZ,20260202,56202,24659.13,51661,22671.49,55246,24243.72,49198,21595.44,32291,14171.79,35468,15566.31,5202,2292.89,12614,5534.29,-29783,-13037.97
002038.SZ,20260202,69991,4835.61,30507,2110.74,69389,4795.84,46655,3226.26,53813,3720.12,66868,4622.55,20510,1416.12,69673,4808.14,40824,2815.0
600172.SH,20260202,682026,46918.07,833599,57807.87,550146,37993.78,677574,47252.04,400797,27815.08,449527,31402.66,662445,47270.48,334713,23534.83,-241413,-18056.52
603899.SH,20260202,31340,8598.29,37481,10274.09,19908,5454.0,15814,4334.92,7931,2167.5,6244,1710.99,870,238.88,510,138.67,-17063,-4658.53
600519.SH,20260202,61,875.28,39,564.72,40874,586856.32,41679,598598.85,27929,401127.09,27310,392128.2,16861,242405.96,16696,239972.87,4461,64038.15
688345.SH,20260202,9530,3419.33,10030,3597.26,4327,1554.36,3977,1428.76,1804,646.37,1655,594.04,0,0.0,0,0.0,-380,-131.43
603687.SH,20260202,85227,9668.63,85242,9676.3,66940,7561.75,67152,7586.17,55591,6285.28,49381,5576.09,9234,1035.26,15217,1712.38,-26411,-2995.96
002394.SZ,20260202,40454,5713.85,23791,3369.93,30876,4363.14,30554,4319.76,10187,1437.05,24179,3405.65,2027,288.64,5020,707.33,-13328,-1880.41
601187.SH,20260202,95572,6732.31,90272,6358.32,47520,3347.06,53178,3745.96,12491,880.94,13952,985.51,3296,232.73,1477,103.24,9233,659.17
002578.SZ,20260202,570970,24438.04,448236,19164.75,281023,11992.26,376556,16082.75,141679,6029.31,186010,7922.41,59082,2487.39,41952,1777.08,-185454,-7956.0
600611.SH,20260202,76562,4361.26,80552,4585.83,59894,3412.06,53331,3041.42,23575,1342.91,26278,1497.51,4163,237.95,4032,229.41,-31303,-1771.52
601038.SH,20260202,93138,13391.47,102566,14744.12,52171,7506.38,44704,6441.5,21123,3044.33,20905,3003.83,3871,551.31,2128,304.05,-30347,-4356.41
301159.SZ,20260202,27894,13794.21,32330,16007.78,32549,16094.86,32694,16170.71,21543,10657.7,17393,8589.0,1714,845.26,1283,624.54,-5271,-2611.27
601121.SH,20260202,179788,14434.93,171295,13755.83,92820,7446.02,92859,7455.1,38135,3044.11,48272,3855.13,10677,854.16,8994,713.15,-29236,-2343.56
300168.SZ,20260202,68752,4595.13,70352,4708.65,63216,4227.07,52060,3480.59,45279,3025.06,65311,4364.64,36016,2418.12,25540,1711.5,-28863,-1903.41
603339.SH,20260202,21132,2882.51,18724,2553.69,7017,956.63,9949,1356.85,3149,428.39,3573,486.34,997,135.99,49,6.64,-4231,-575.83
002076.SZ,20260202,123489,2662.46,81796,1766.86,189926,4105.64,179604,3882.75,191398,4146.53,218135,4713.96,54682,1182.08,79960,1733.13,-126948,-2722.34
300943.SZ,20260202,42162,11637.89,39373,10908.16,42847,11840.68,46643,12892.48,37380,10320.69,29810,8230.53,12070,3343.13,18632,5111.22,11815,3290.26
002869.SZ,20260202,18503,4211.62,13318,3031.23,10379,2359.83,12909,2934.91,5996,1361.55,7811,1774.98,2717,621.68,3557,813.55,-9375,-2129.89
603693.SH,20260202,32424,4094.23,32262,4071.91,15624,1971.62,15390,1946.26,4438,562.91,5973,755.69,1139,145.11,0,0.0,-5900,-739.35
300618.SZ,20260202,46762,21837.62,38438,17972.16,61389,28684.1,58309,27240.13,43893,20469.44,55473,25868.28,18411,8555.49,18235,8466.09,-29086,-13591.08
301070.SZ,20260202,5623,3245.91,4735,2737.54,5972,3448.26,7340,4234.71,2959,1709.29,2572,1485.74,217,126.91,124,72.39,-2267,-1307.53
301195.SZ,20260202,6668,2340.27,5836,2050.49,4402,1544.16,4590,1609.25,1170,411.11,1814,635.8,0,0.0,0,0.0,-2157,-750.77
600063.SH,20260202,369761,24751.26,365414,24456.64,224713,15038.03,220469,14772.88,147275,9801.98,133635,8925.43,48575,3265.22,70806,4701.54,-164639,-10975.35
600901.SH,20260202,268367,16890.79,298060,18741.03,170804,10722.12,144635,9084.91,54064,3396.21,50171,3155.55,4004,249.2,4372,276.83,-48234,-2976.93
603528.SH,20260202,51709,4947.16,52005,4975.32,33121,3168.88,33971,3250.87,9404,898.79,9241,882.82,2441,234.45,1458,140.28,-3805,-353.92
000089.SZ,20260202,110893,8108.72,109536,8002.53,77748,5682.33,109836,8024.48,53309,3896.54,90203,6595.34,132462,9679.41,64837,4744.65,-3759,-252.41
001301.SZ,20260202,14398,10830.42,14474,10904.59,11180,8429.17,8723,6565.78,5950,4492.9,3653,2752.77,695,523.65,5373,4052.99,-1031,-731.5
002041.SZ,20260202,404176,45550.16,496014,55980.64,421312,47540.67,418003,47174.01,324678,36574.86,278660,31442.84,107283,12207.47,64771,7275.67,-141697,-15739.38
603317.SH,20260202,74471,9982.19,73099,9793.9,26814,3603.19,26743,3596.18,9715,1303.77,9325,1249.45,0,0.0,1833,249.62,11303,1535.61
000962.SZ,20260202,105927,43152.06,74463,30412.62,113589,46334.26,129524,52896.37,84394,34523.44,100291,40957.02,47053,19279.82,46685,19023.57,42670,17569.74
300951.SZ,20260202,7045,2534.57,6384,2296.13,3682,1322.58,4232,1521.23,1448,519.94,2164,777.53,605,217.8,0,0.0,-1526,-546.78
603906.SH,20260202,58533,10490.47,60010,10754.47,32846,5889.44,35223,6320.66,24657,4430.36,19249,3460.81,1958,351.39,3512,625.71,-16521,-2941.94
301418.SZ,20260202,8017,3134.34,7018,2742.97,2904,1132.64,3403,1329.12,490,191.97,990,386.85,0,0.0,0,0.0,-115,-41.21
688300.SH,20260202,23794,14996.2,25939,16343.32,22156,13961.71,20888,13169.72,17238,10856.5,15023,9457.16,3111,1960.2,4447,2804.41,-13692,-8618.86
002998.SZ,20260202,52826,4427.76,48999,4099.32,33193,2779.28,32254,2702.92,11099,925.31,18472,1546.18,2607,216.07,0,0.0,-9671,-804.98
300555.SZ,20260202,5014,729.0,3320,483.54,8417,1224.06,7649,1112.67,5393,783.47,6653,965.94,0,0.0,1202,174.37,1238,181.53
300457.SZ,20260202,38293,10408.62,40292,10948.77,31081,8444.97,27847,7569.69,24747,6723.56,22128,6009.1,3749,1010.4,7604,2059.99,-18869,-5101.36
600962.SH,20260202,28582,6424.94,28902,6499.77,18292,4111.59,15850,3566.34,8999,2016.34,10150,2278.28,1000,225.05,1971,433.54,-7487,-1689.5
301213.SZ,20260202,10818,8177.48,10521,7956.17,9079,6865.23,8856,6702.72,5932,4482.41,5864,4426.01,1907,1443.86,2495,1884.07,1082,830.49
600539.SH,20260202,30084,3305.35,29370,3226.05,14519,1592.7,14211,1559.82,5361,589.25,6383,701.43,0,0.0,0,0.0,-3349,-366.2
002833.SZ,20260202,24166,4451.26,18108,3342.31,15937,2939.05,18086,3336.06,7379,1365.46,10916,2009.27,307,56.06,680,124.17,-2287,-418.45
301263.SZ,20260202,10899,3485.84,11721,3748.42,11101,3547.79,8761,2803.58,9075,2899.07,9277,2959.63,2470,790.78,3785,1211.85,-6375,-2023.43
688561.SH,20260202,53653,19400.37,62530,22600.4,35492,12833.68,31053,11238.87,17783,6435.76,15845,5742.17,5789,2104.0,3290,1192.38,-18095,-6520.75
002551.SZ,20260202,55308,2100.14,56186,2132.04,32407,1229.21,30397,1153.84,9733,369.09,13735,521.95,3040,115.82,169,6.44,-259,-5.35
300105.SZ,20260202,48790,3608.27,48420,3581.97,32141,2376.63,32844,2430.58,24710,1828.91,23145,1711.13,3192,238.26,4424,328.38,13505,1004.16
000059.SZ,20260202,217432,12525.17,231775,13356.52,161106,9297.73,171866,9909.22,103740,5989.88,99958,5762.82,40710,2331.52,19389,1115.73,-83167,-4752.98
688772.SH,20260202,151881,29251.4,165759,31898.2,64810,12457.77,57178,11006.3,27402,5289.36,22140,4275.12,2677,510.52,1692,329.44,950,206.27
603278.SH,20260202,90252,11124.76,93346,11507.76,29258,3606.81,26389,3253.58,8318,1027.31,7387,909.49,3091,381.85,3797,469.91,-1820,-208.15
600828.SH,20260202,749165,50549.13,744269,50331.48,425511,28719.53,458215,30997.3,179158,12061.97,192895,13103.27,75786,5411.63,34241,2310.21,96836,6353.54
603922.SH,20260202,41683,7771.26,41043,7638.53,27439,5104.56,26021,4847.59,13602,2548.53,15345,2873.14,2682,501.95,2997,567.05,12772,2416.74
002521.SZ,20260202,14867,1254.36,18219,1537.54,18121,1528.55,18948,1599.35,14257,1205.06,8722,736.99,0,0.0,1356,114.09,-11797,-991.74
000868.SZ,20260202,34453,1669.39,38206,1850.92,36149,1750.05,32297,1565.0,25984,1261.18,26488,1284.96,2179,106.12,1774,85.86,-18215,-878.42
688347.SH,20260202,74600,104885.58,76047,106774.54,105518,148910.02,102104,144084.96,70974,100304.57,69319,97846.19,37088,52593.43,40710,57987.92,-34425,-48161.66
000728.SZ,20260202,138440,11427.24,155521,12849.91,178443,14737.52,124154,10267.36,128623,10626.09,128851,10637.63,43357,3606.19,80338,6642.15,-144466,-11865.34
002930.SZ,20260202,92861,11292.74,67113,8155.33,81287,9887.99,96069,11682.81,69954,8514.76,85200,10371.25,20136,2449.76,15856,1935.85,12109,1493.5
301372.SZ,20260202,11957,3366.03,14524,4088.41,10059,2830.21,7947,2236.59,2669,750.58,2230,626.38,416,118.31,400,113.76,1755,497.93
688126.SH,20260202,207127,44913.29,222435,48202.63,193320,41920.89,212056,45985.6,132310,28661.36,117815,25532.68,36151,7818.61,16602,3593.24,-95250,-20591.86
688727.SH,20260202,22596,12188.82,18813,10159.7,20624,11154.88,23131,12491.44,14541,7857.56,14968,8086.48,2591,1396.25,3438,1859.88,-5209,-2809.9
002243.SZ,20260202,76189,8154.08,49900,5352.87,55482,5942.95,59764,6413.02,44059,4720.21,53580,5734.39,6241,664.8,18727,1981.76,-24597,-2617.02
002825.SZ,20260202,24398,2638.69,28917,3124.85,19904,2154.7,16213,1755.51,13367,1444.3,14288,1544.32,2888,309.1,1139,122.1,-11006,-1175.56
002966.SZ,20260202,152846,12590.42,190989,15715.94,140796,11588.84,153304,12617.52,129203,10635.32,76453,6292.71,65764,5408.81,67861,5597.21,-98289,-8030.78
000156.SZ,20260202,102973,8961.95,99238,8630.39,98195,8534.88,88392,7696.91,50182,4367.41,57554,5010.07,15145,1316.78,21311,1843.65,-22033,-1890.44
601009.SH,20260202,339035,36214.59,318362,33997.73,316404,33814.8,282244,30158.69,162576,17366.23,164785,17607.08,26353,2814.46,78978,8446.58,220273,23576.2
002216.SZ,20260202,74354,8901.62,69548,8331.88,54654,6548.77,52076,6244.38,41733,5014.07,45091,5408.93,11656,1406.53,15683,1885.8,5551,686.54
300776.SZ,20260202,26549,22806.97,36235,31116.94,39026,33536.36,33204,28565.02,26817,23064.54,22960,19769.97,8320,7174.46,8312,7130.41,-9085,-7741.4
002179.SZ,20260202,89973,30932.02,76367,26308.59,91405,31455.86,76344,26287.75,58972,20322.53,74155,25500.38,22859,7877.11,36343,12490.79,-29472,-10073.59
300484.SZ,20260202,16632,3222.43,15478,2999.97,10898,2111.28,11185,2165.93,2729,528.86,2982,577.8,0,0.0,614,118.87,-1785,-340.79
300217.SZ,20260202,280945,15526.92,327742,18129.33,398756,22032.32,379975,21003.66,329528,18220.73,314402,17341.35,122341,6737.61,109452,6043.24,318684,17691.73
000559.SZ,20260202,538571,93805.72,580037,101100.23,486644,84906.98,473090,82510.6,342810,59904.05,305045,53309.52,130083,22709.8,139935,24406.2,-7969,-945.97
002518.SZ,20260202,39803,22268.96,34876,19545.15,35707,19988.91,28718,16105.1,17547,9821.45,22859,12768.06,5246,2924.45,11850,6585.47,-8115,-4538.69
300550.SZ,20260202,33733,4863.18,29307,4221.92,13138,1891.82,14122,2035.16,2770,397.33,6553,944.6,1052,152.22,711,102.88,-1669,-240.62
002581.SZ,20260202,16595,1200.47,7268,525.71,18014,1304.02,14075,1018.52,20077,1454.15,22512,1631.01,1391,100.57,12222,883.96,-15485,-1119.63
002150.SZ,20260202,75793,18786.19,97316,24181.52,102157,25351.24,95328,23661.21,71693,17794.48,54731,13553.02,16496,4104.55,18764,4640.71,2418,643.67
300321.SZ,20260202,5191,2150.75,4248,1757.96,4168,1724.81,4365,1806.94,5089,2104.75,5579,2308.59,364,149.97,620,256.78,970,406.8
605099.SH,20260202,24886,10666.34,25573,10958.97,14501,6225.58,13038,5601.07,4882,2094.82,6001,2576.02,1199,514.12,856,364.8,-442,-171.68
600668.SH,20260202,24372,2676.53,25177,2764.51,18688,2051.26,20366,2236.21,10281,1127.21,8498,930.71,970,106.02,270,29.61,-24641,-2702.9
300566.SZ,20260202,32697,6418.77,32876,6454.14,24694,4845.1,30990,6084.1,24467,4811.97,18711,3679.7,3047,602.14,2328,460.05,955,196.46
600730.SH,20260202,141762,14040.58,141877,14024.23,136939,13520.82,140187,13778.63,86298,8471.27,97470,9593.8,40207,3853.28,25672,2489.29,38960,3858.9
002240.SZ,20260202,145628,51977.44,133124,47697.96,126498,45205.33,136506,48850.94,102204,36575.96,104404,37289.54,54118,19420.01,54414,19340.31,-15141,-5120.62
002148.SZ,20260202,65181,5566.01,55978,4779.53,35489,3029.3,42377,3622.55,20343,1740.3,22658,1933.52,0,0.0,0,0.0,6764,595.91
688119.SH,20260202,186803,11887.8,188203,11976.22,113169,7209.7,102550,6535.44,40337,2570.49,49556,3156.33,0,0.0,0,0.0,-20047,-1250.17
600775.SH,20260202,182511,25740.05,190622,26879.34,90615,12778.24,87789,12380.19,40980,5778.31,39573,5585.19,10593,1489.18,6716,941.06,13462,1936.87
688251.SH,20260202,9431,2538.49,8503,2288.18,6338,1706.83,6728,1815.34,3053,820.2,2898,778.89,377,101.27,1070,284.38,800,215.77
600696.SH,20260202,118485,2491.88,91911,1937.77,56864,1191.74,59355,1242.71,9344,195.94,33582,702.4,156,3.32,0,0.0,54220,1128.79
300516.SZ,20260202,21923,15432.45,26153,18459.04,31428,22188.24,29366,20726.84,22248,15736.75,21656,15281.49,4913,3475.22,3337,2365.3,-5270,-3592.59
300942.SZ,20260202,41910,4053.51,44665,4322.76,27822,2689.02,24957,2412.94,10747,1038.95,7694,741.14,0,0.0,3163,304.63,-4941,-468.35
002404.SZ,20260202,85963,6312.98,89356,6567.72,58817,4319.99,59528,4374.21,43938,3232.63,39265,2885.2,2321,170.52,2889,208.99,15541,1148.84
603877.SH,20260202,14904,2367.06,16183,2571.05,5908,938.11,4131,654.91,448,70.79,946,150.0,0,0.0,0,0.0,-3308,-525.42
603617.SH,20260202,43485,3334.19,40252,3086.8,17642,1351.57,17746,1358.57,2590,199.03,5038,387.59,0,0.0,681,51.82,-11851,-904.19
603955.SH,20260202,9086,2680.23,10238,3020.62,4347,1283.23,4401,1299.54,3419,1012.37,2213,655.67,0,0.0,0,0.0,-5470,-1609.05
002360.SZ,20260202,100396,5137.57,75311,3854.15,72691,3716.9,68085,3481.86,39194,1994.77,50633,2588.19,5459,272.4,23711,1197.46,-2244,-122.14
300958.SZ,20260202,24403,3335.67,18875,2580.01,10832,1478.88,16964,2319.22,4224,579.45,3620,494.77,0,0.0,0,0.0,-2915,-399.16
688552.SH,20260202,17364,7262.87,16743,7004.39,13739,5742.56,12001,5025.51,6787,2845.84,7540,3153.03,324,134.3,1931,802.65,-3535,-1480.71
002712.SZ,20260202,159381,10543.45,152394,10084.63,95354,6306.27,96872,6406.47,66047,4367.33,67146,4438.23,4708,309.27,9078,596.98,-16829,-1090.53
605183.SH,20260202,16109,3470.62,17539,3779.0,10023,2159.11,8662,1866.37,1779,383.32,1171,252.17,998,215.17,1537,330.67,-4403,-946.73
300094.SZ,20260202,610610,22904.41,399982,15022.77,518405,19448.41,598579,22473.04,383465,14407.69,523673,19666.72,87569,3313.48,77816,2911.47,-297467,-11051.91
002010.SZ,20260202,221925,14480.02,147513,9632.8,133426,8703.24,135354,8842.04,87654,5713.53,132075,8596.74,11883,773.31,39946,2598.51,-112681,-7321.99
001279.SZ,20260202,6327,2241.09,5458,1933.52,4295,1519.71,5139,1820.63,1755,623.8,1780,630.45,0,0.0,0,0.0,-1432,-503.74
600959.SH,20260202,954173,41749.6,1068155,46667.41,810460,35456.4,758816,33227.91,575729,25206.16,544374,23872.06,172819,7550.46,141836,6195.24,-238683,-10159.59
002609.SZ,20260202,112620,11745.03,125784,13111.57,54651,5698.59,54953,5735.41,34801,3628.57,24257,2530.68,7600,793.0,4678,487.55,24329,2561.54
002681.SZ,20260202,229372,14547.02,137968,8749.0,155529,9867.07,154281,9786.94,82751,5253.2,112692,7149.44,35547,2252.17,98257,6234.08,-130841,-8266.38
601956.SH,20260202,56843,4074.41,53701,3849.18,25710,1841.29,24316,1742.07,4870,349.96,9407,674.48,2316,166.52,2315,166.45,-10379,-737.2
002703.SZ,20260202,104962,21387.0,100101,20418.74,87670,17871.31,84471,17221.02,62954,12841.22,59978,12231.22,11768,2406.14,22805,4634.7,-10107,-2027.91
600776.SH,20260202,202868,36908.02,191895,34916.71,103378,18836.29,106037,19324.32,40606,7396.31,48701,8870.5,18050,3291.77,18269,3320.85,-46100,-8332.93
300777.SZ,20260202,44681,19700.89,49644,21918.01,54258,23934.77,54051,23875.27,44794,19781.01,46811,20654.72,21334,9433.25,14562,6401.92,-8936,-3875.54
300819.SZ,20260202,31776,12376.43,27996,10861.27,37500,14641.23,39742,15493.71,26973,10479.34,30801,12050.56,11567,4534.57,9277,3626.03,193,229.66
002596.SZ,20260202,281844,12624.61,374816,16868.24,247498,11145.95,280031,12617.7,201465,9090.9,176680,7959.67,116854,5308.29,16134,724.15,-18653,-768.06
603727.SH,20260202,60608,9887.6,54055,8819.25,18412,2990.46,21117,3436.71,6380,1030.17,8153,1318.83,2474,399.08,4549,732.53,13382,2173.0
603501.SH,20260202,53447,63855.4,58304,69641.86,48643,58126.9,45977,54932.44,26898,32108.48,24928,29768.32,14678,17509.54,14457,17257.71,-33259,-39653.12
300263.SZ,20260202,249379,26537.14,232852,24828.55,269901,28795.51,265436,28336.46,243652,26044.64,245202,26150.89,54283,5786.4,73726,7847.79,-36365,-3938.51
688050.SH,20260202,7957,4777.73,9564,5736.62,8596,5157.85,8406,5045.4,6539,3925.01,4852,2916.72,568,341.42,838,503.28,-5478,-3267.81
301585.SZ,20260202,12217,4040.38,9851,3261.17,11179,3698.34,12357,4088.29,6324,2091.87,7312,2414.82,50,16.61,250,82.93,-6668,-2204.94
601608.SH,20260202,380421,28479.02,390325,29204.3,209685,15704.62,195278,14636.44,101369,7578.83,96871,7255.82,18255,1362.27,27257,2028.18,-151010,-11204.8
603613.SH,20260202,52382,13996.01,59113,15781.09,39688,10603.2,38317,10232.49,27124,7232.87,21865,5842.38,4167,1109.3,4066,1085.42,-43474,-11580.15
002343.SZ,20260202,114202,8726.44,99449,7594.64,65856,5032.47,76530,5842.51,42753,3268.61,49227,3762.72,11495,874.24,9100,701.89,-15505,-1158.04
688237.SH,20260202,8042,3768.71,6822,3193.83,3641,1703.33,2798,1308.86,2648,1237.07,3839,1798.6,583,271.14,1455,678.95,2429,1138.96
603207.SH,20260202,6171,1854.1,5993,1799.87,2928,878.54,2491,748.54,884,265.55,1094,329.01,0,0.0,405,120.77,-1011,-301.49
600283.SH,20260202,26391,2463.75,23600,2201.69,12609,1176.43,12380,1156.59,6579,615.11,7846,733.2,0,0.0,1752,163.81,-4857,-448.9
000875.SZ,20260202,336355,23325.92,360963,25074.29,379717,26370.22,388556,26997.92,449016,31176.7,359315,24949.24,164438,11440.16,220692,15291.55,82972,5881.77
603173.SH,20260202,22206,10821.21,20940,10204.89,9673,4714.17,10037,4897.34,5479,2670.6,6027,2935.46,1108,539.43,1462,707.73,806,394.67
605378.SH,20260202,10465,2243.91,11334,2430.7,4986,1069.24,4509,967.45,1328,285.51,1436,307.96,500,107.45,0,0.0,-4056,-869.47
300846.SZ,20260202,122151,30726.74,100775,25398.79,132306,33404.39,136742,34501.82,92092,23222.22,109337,27554.15,51549,12972.56,51244,12871.14,-49323,-12369.06
600426.SH,20260202,279560,98807.36,278054,98150.6,205377,72438.61,212051,74692.72,110713,38967.82,114496,40422.04,29281,10260.95,20330,7209.37,-83832,-29647.81
001217.SZ,20260202,44177,5691.12,50388,6506.2,36074,4655.24,38292,4948.43,20884,2696.84,20950,2703.09,9295,1216.4,800,101.88,-14558,-1848.36
603326.SH,20260202,69712,7161.13,73617,7559.59,23099,2371.99,19799,2035.74,7132,734.23,5488,564.7,120,12.17,1159,119.49,-8641,-883.26
301169.SZ,20260202,8898,5229.1,8599,5053.07,5788,3404.76,5584,3281.33,2445,1435.8,2532,1486.31,933,546.88,1349,795.84,-1048,-613.53
600585.SH,20260202,257105,61130.64,250987,59661.47,225246,53592.65,232880,55408.72,111564,26550.06,107862,25676.86,36535,8671.63,38722,9197.94,-83475,-19854.02
002727.SZ,20260202,54621,7608.78,43473,6056.31,46334,6451.05,49780,6938.82,19218,2673.78,25576,3553.35,3222,449.89,4566,635.01,-17968,-2489.15
603011.SH,20260202,99453,23438.76,101680,23962.58,55339,13033.12,54824,12918.24,25392,5978.17,24345,5728.42,4080,956.89,3415,797.71,-10137,-2353.53
002281.SZ,20260202,112787,79873.63,96077,68024.87,122397,86913.18,112018,79590.31,98511,70015.02,97832,69531.87,42280,30054.58,70048,49709.35,-61562,-43027.14
688579.SH,20260202,34422,4168.25,33397,4044.36,10753,1301.32,10777,1303.42,7163,868.43,6277,759.89,0,0.0,1887,230.32,-3304,-396.78
