MUTUAL_TYPE,TRADE_DATE,FUND_INFLOW,NET_DEAL_AMT,QUOTA_BALANCE,ACCUM_DEAL_AMT,BUY_AMT,SELL_AMT,LEAD_STOCKS_CODE,LEAD_STOCKS_NAME,LS_CHANGE_RATE,INDEX_CLOSE_PRICE,INDEX_CHANGE_RATE,HOLD_MARKET_CAP,DEAL_AMT,QUOTA_BALANCE_TEXT,DEAL_NUM
003,2025-08-14 00:00:00,,,,,,,002491.SZ,通鼎互联,10.06,11451.43,-0.87,,149136.26,额度充足,5973423
003,2025-08-13 00:00:00,,,,,,,002549.SZ,凯美特气,10.04,11551.36,1.76,,139338.35,额度充足,5598147
003,2025-08-12 00:00:00,,,,,,,002941.SZ,新疆交建,10.01,11351.63,0.53,,120069.68,额度充足,4909244
003,2025-08-11 00:00:00,,,,,,,002176.SZ,江特电机,10.01,11291.43,1.46,,116747.55,额度充足,4940113
003,2025-08-08 00:00:00,,,,,,,000501.SZ,武商集团,9.98,11128.67,-0.26,,103735.05,额度充足,4499360
003,2025-08-07 00:00:00,,,,,,,002353.SZ,杰瑞股份,10.01,11157.94,-0.18,,115195.46,额度充足,4779641
003,2025-08-06 00:00:00,,,,,,,002536.SZ,飞龙股份,9.99,11177.78,0.64,,101427.16,额度充足,4316038
003,2025-08-05 00:00:00,,,,,,,002490.SZ,山东墨龙,9.98,11106.96,0.59,,104794.64,额度充足,4415221
003,2025-08-04 00:00:00,,,,,,,002901.SZ,大博医疗,10.0,11041.56,0.46,,101254.39,额度充足,4447135
003,2025-08-01 00:00:00,,,,,,,002287.SZ,奇正藏药,9.99,10991.32,-0.17,,113431.95,额度充足,4834161
003,2025-07-31 00:00:00,,,,,,,002837.SZ,英维克,10.01,11009.77,-1.73,,130586.34,额度充足,5206946
003,2025-07-30 00:00:00,,,,,,,002675.SZ,东诚药业,10.0,11203.03,-0.77,,121693.3,额度充足,5025957
003,2025-07-29 00:00:00,,,,,,,002428.SZ,云南锗业,9.99,11289.41,0.64,,113199.36,额度充足,4792982
003,2025-07-28 00:00:00,,,,,,,002653.SZ,海思科,10.0,11217.58,0.44,,110771.84,额度充足,4666948
003,2025-07-25 00:00:00,,,,,,,002362.SZ,汉王科技,10.02,11168.14,-0.22,,105185.3,额度充足,4497075
003,2025-07-24 00:00:00,,,,,,,002097.SZ,山河智能,10.03,11193.06,1.21,,110649.92,额度充足,4605710
003,2025-07-23 00:00:00,,,,,,,002096.SZ,易普力,9.99,11059.04,-0.37,,111872.11,额度充足,4724222
003,2025-07-22 00:00:00,,,,,,,002057.SZ,中钢天源,9.97,11099.83,0.84,,115814.97,额度充足,4752525
003,2025-07-21 00:00:00,,,,,,,002017.SZ,东信和平,10.01,11007.49,0.86,,105886.52,额度充足,4351626
003,2025-07-18 00:00:00,,,,,,,002167.SZ,东方锆业,10.02,10913.84,0.37,,102543.07,额度充足,4216374
003,2025-07-17 00:00:00,,,,,,,000796.SZ,凯撒旅业,10.07,10873.62,1.43,,101119.53,额度充足,4206063
003,2025-07-16 00:00:00,,,,,,,000880.SZ,潍柴重机,10.0,10720.81,-0.22,,102493.31,额度充足,4375566
003,2025-07-15 00:00:00,,,,,,,002901.SZ,大博医疗,9.99,10744.56,0.56,,110604.69,额度充足,4876231
003,2025-07-14 00:00:00,,,,,,,002401.SZ,中远海科,10.01,10684.52,-0.11,,92987.81,额度充足,4261010
003,2025-07-11 00:00:00,,,,,,,002401.SZ,中远海科,10.03,10696.1,0.61,,106834.06,额度充足,4818453
003,2025-07-10 00:00:00,,,,,,,002121.SZ,科陆电子,10.02,10631.13,0.47,,92311.94,额度充足,4045128
003,2025-07-09 00:00:00,,,,,,,002218.SZ,拓日新能,9.97,10581.8,-0.06,,95058.24,额度充足,4270815
003,2025-07-08 00:00:00,,,,,,,002636.SZ,金安国纪,10.02,10588.39,1.47,,93219.08,额度充足,4173346
003,2025-07-07 00:00:00,,,,,,,000601.SZ,韶能股份,10.07,10435.51,-0.7,,75330.39,额度充足,3616885
003,2025-07-04 00:00:00,,,,,,,002636.SZ,金安国纪,9.99,10508.76,-0.25,,86325.97,额度充足,3996830
003,2025-07-03 00:00:00,,,,,,,002314.SZ,南山控股,10.07,10534.58,1.17,,81914.35,额度充足,3862793
003,2025-07-02 00:00:00,,,,,,,002086.SZ,东方海洋,9.89,10412.63,-0.61,,76332.42,额度充足,4080021
003,2025-06-30 00:00:00,,,,,,,001269.SZ,欧晶科技,10.01,10465.12,0.83,898226947928.644,71569.96,额度充足,3498411
003,2025-06-27 00:00:00,,,,,,,001236.SZ,弘业期货,9.99,10378.55,0.34,,81937.83,额度充足,3740494
003,2025-06-26 00:00:00,,,,,,,001236.SZ,弘业期货,9.99,10343.48,-0.48,,85537.69,额度充足,3937833
003,2025-06-25 00:00:00,,,,,,,002125.SZ,湘潭电化,10.02,10393.72,1.72,,90588.32,额度充足,4117919
003,2025-06-24 00:00:00,,,,,,,002703.SZ,浙江世宝,10.02,10217.63,1.68,,84354.66,额度充足,4005162
003,2025-06-23 00:00:00,,,,,,,002537.SZ,海联金汇,9.99,10048.39,0.43,,70907.26,额度充足,3641982
003,2025-06-20 00:00:00,,,,,,,002125.SZ,湘潭电化,10.03,10005.03,-0.47,,71736.57,额度充足,3790112
003,2025-06-19 00:00:00,,,,,,,002579.SZ,中京电子,9.99,10051.97,-1.21,,71443.21,额度充足,3508684
003,2025-06-18 00:00:00,,,,,,,002015.SZ,协鑫能科,10.02,10175.59,0.24,,68001.93,额度充足,3385238
003,2025-06-17 00:00:00,,,,,,,002015.SZ,协鑫能科,9.99,10151.43,-0.12,,72141.79,额度充足,3786470
003,2025-06-16 00:00:00,,,,,,,002490.SZ,山东墨龙,10.11,10163.55,0.41,,74522.63,额度充足,3941349
003,2025-06-13 00:00:00,,,,,,,002015.SZ,协鑫能科,10.06,10122.11,-1.1,,102512.48,额度充足,5735461
003,2025-06-12 00:00:00,,,,,,,002449.SZ,国星光电,9.99,10234.33,-0.11,,78231.92,额度充足,3819536
