ts_code,exchange,name,per_unit,opt_code,opt_type,call_put,exercise_type,exercise_price,s_month,maturity_date,list_price,list_date,delist_date,last_edate,last_ddate,quote_unit,min_price_chg
10002351.SH,SSE,华泰柏瑞沪深300ETF期权2004认购3.70,10000.0,OP510300.SH,ETF期权,C,欧式,3.7,202004,20200422,0.4064,20200227,20200422,20200422,20200423,人民币元,0.0001
10002352.SH,SSE,华泰柏瑞沪深300ETF期权2004认购3.80,10000.0,OP510300.SH,ETF期权,C,欧式,3.8,202004,20200422,0.3298,20200227,20200422,20200422,20200423,人民币元,0.0001
10002353.SH,SSE,华泰柏瑞沪深300ETF期权2004认购3.90,10000.0,OP510300.SH,ETF期权,C,欧式,3.9,202004,20200422,0.2552,20200227,20200422,20200422,20200423,人民币元,0.0001
10002354.SH,SSE,华泰柏瑞沪深300ETF期权2004认购4.00,10000.0,OP510300.SH,ETF期权,C,欧式,4.0,202004,20200422,0.1907,20200227,20200422,20200422,20200423,人民币元,0.0001
10002355.SH,SSE,华泰柏瑞沪深300ETF期权2004认购4.10,10000.0,OP510300.SH,ETF期权,C,欧式,4.1,202004,20200422,0.1377,20200227,20200422,20200422,20200423,人民币元,0.0001
10002356.SH,SSE,华泰柏瑞沪深300ETF期权2004认购4.20,10000.0,OP510300.SH,ETF期权,C,欧式,4.2,202004,20200422,0.096,20200227,20200422,20200422,20200423,人民币元,0.0001
10002357.SH,SSE,华泰柏瑞沪深300ETF期权2004认购4.30,10000.0,OP510300.SH,ETF期权,C,欧式,4.3,202004,20200422,0.0642,20200227,20200422,20200422,20200423,人民币元,0.0001
10002358.SH,SSE,华泰柏瑞沪深300ETF期权2004认购4.40,10000.0,OP510300.SH,ETF期权,C,欧式,4.4,202004,20200422,0.0424,20200227,20200422,20200422,20200423,人民币元,0.0001
10002359.SH,SSE,华泰柏瑞沪深300ETF期权2004认购4.50,10000.0,OP510300.SH,ETF期权,C,欧式,4.5,202004,20200422,0.028,20200227,20200422,20200422,20200423,人民币元,0.0001
10002360.SH,SSE,华泰柏瑞沪深300ETF期权2004认沽3.70,10000.0,OP510300.SH,ETF期权,P,欧式,3.7,202004,20200422,0.04,20200227,20200422,20200422,20200423,人民币元,0.0001
10002361.SH,SSE,华泰柏瑞沪深300ETF期权2004认沽3.80,10000.0,OP510300.SH,ETF期权,P,欧式,3.8,202004,20200422,0.058,20200227,20200422,20200422,20200423,人民币元,0.0001
10002362.SH,SSE,华泰柏瑞沪深300ETF期权2004认沽3.90,10000.0,OP510300.SH,ETF期权,P,欧式,3.9,202004,20200422,0.0843,20200227,20200422,20200422,20200423,人民币元,0.0001
10002377.SH,SSE,华夏上证50ETF期权2004认购3.30,10000.0,OP510050.SH,ETF期权,C,欧式,3.3,202004,20200422,0.0061,20200305,20200422,20200422,20200423,人民币元,0.0001
10002363.SH,SSE,华泰柏瑞沪深300ETF期权2004认沽4.00,10000.0,OP510300.SH,ETF期权,P,欧式,4.0,202004,20200422,0.1182,20200227,20200422,20200422,20200423,人民币元,0.0001
10002378.SH,SSE,华夏上证50ETF期权2004认沽3.30,10000.0,OP510050.SH,ETF期权,P,欧式,3.3,202004,20200422,0.361,20200305,20200422,20200422,20200423,人民币元,0.0001
10002364.SH,SSE,华泰柏瑞沪深300ETF期权2004认沽4.10,10000.0,OP510300.SH,ETF期权,P,欧式,4.1,202004,20200422,0.1647,20200227,20200422,20200422,20200423,人民币元,0.0001
10002365.SH,SSE,华泰柏瑞沪深300ETF期权2004认沽4.20,10000.0,OP510300.SH,ETF期权,P,欧式,4.2,202004,20200422,0.2231,20200227,20200422,20200422,20200423,人民币元,0.0001
10002366.SH,SSE,华泰柏瑞沪深300ETF期权2004认沽4.30,10000.0,OP510300.SH,ETF期权,P,欧式,4.3,202004,20200422,0.2911,20200227,20200422,20200422,20200423,人民币元,0.0001
10002367.SH,SSE,华泰柏瑞沪深300ETF期权2004认沽4.40,10000.0,OP510300.SH,ETF期权,P,欧式,4.4,202004,20200422,0.3704,20200227,20200422,20200422,20200423,人民币元,0.0001
10002368.SH,SSE,华泰柏瑞沪深300ETF期权2004认沽4.50,10000.0,OP510300.SH,ETF期权,P,欧式,4.5,202004,20200422,0.4543,20200227,20200422,20200422,20200423,人民币元,0.0001
10001929.SH,SSE,华夏上证50ETF期权2003认购2.657,10163.0,OP510050.SH,ETF期权,C,欧式,2.657,202003,20200325,0.3099,20190805,20200325,20200325,20200326,人民币元,0.0001
10001930.SH,SSE,华夏上证50ETF期权2003认沽2.657,10163.0,OP510050.SH,ETF期权,P,欧式,2.657,202003,20200325,0.0762,20190805,20200325,20200325,20200326,人民币元,0.0001
10001937.SH,SSE,华夏上证50ETF期权2003认购2.558,10163.0,OP510050.SH,ETF期权,C,欧式,2.558,202003,20200325,0.3198,20190807,20200325,20200325,20200326,人民币元,0.0001
10001938.SH,SSE,华夏上证50ETF期权2003认沽2.558,10163.0,OP510050.SH,ETF期权,P,欧式,2.558,202003,20200325,0.078,20190807,20200325,20200325,20200326,人民币元,0.0001
10001927.SH,SSE,华夏上证50ETF期权2003认购3.345,10163.0,OP510050.SH,ETF期权,C,欧式,3.345,202003,20200325,0.0745,20190726,20200325,20200325,20200326,人民币元,0.0001
10002065.SH,SSE,华夏上证50ETF期权2003认购2.70,10000.0,OP510050.SH,ETF期权,C,欧式,2.7,202003,20200325,0.2314,20191202,20200325,20200325,20200326,人民币元,0.0001
10001928.SH,SSE,华夏上证50ETF期权2003认沽3.345,10163.0,OP510050.SH,ETF期权,P,欧式,3.345,202003,20200325,0.4395,20190726,20200325,20200325,20200326,人民币元,0.0001
10002066.SH,SSE,华夏上证50ETF期权2003认购2.75,10000.0,OP510050.SH,ETF期权,C,欧式,2.75,202003,20200325,0.1914,20191202,20200325,20200325,20200326,人民币元,0.0001
10002067.SH,SSE,华夏上证50ETF期权2003认购2.80,10000.0,OP510050.SH,ETF期权,C,欧式,2.8,202003,20200325,0.155,20191202,20200325,20200325,20200326,人民币元,0.0001
10002068.SH,SSE,华夏上证50ETF期权2003认购2.85,10000.0,OP510050.SH,ETF期权,C,欧式,2.85,202003,20200325,0.1232,20191202,20200325,20200325,20200326,人民币元,0.0001
10002393.SH,SSE,华夏上证50ETF期权2003认购2.40,10000.0,OP510050.SH,ETF期权,C,欧式,2.4,202003,20200325,0.2194,20200319,20200325,20200325,20200326,人民币元,0.0001
10002069.SH,SSE,华夏上证50ETF期权2003认购2.90,10000.0,OP510050.SH,ETF期权,C,欧式,2.9,202003,20200325,0.0954,20191202,20200325,20200325,20200326,人民币元,0.0001
10002394.SH,SSE,华夏上证50ETF期权2003认购2.45,10000.0,OP510050.SH,ETF期权,C,欧式,2.45,202003,20200325,0.1694,20200319,20200325,20200325,20200326,人民币元,0.0001
10002070.SH,SSE,华夏上证50ETF期权2003认购2.95,10000.0,OP510050.SH,ETF期权,C,欧式,2.95,202003,20200325,0.0722,20191202,20200325,20200325,20200326,人民币元,0.0001
10002395.SH,SSE,华夏上证50ETF期权2003认沽2.40,10000.0,OP510050.SH,ETF期权,P,欧式,2.4,202003,20200325,0.0067,20200319,20200325,20200325,20200326,人民币元,0.0001
10002071.SH,SSE,华夏上证50ETF期权2003认购3.00,10000.0,OP510050.SH,ETF期权,C,欧式,3.0,202003,20200325,0.054,20191202,20200325,20200325,20200326,人民币元,0.0001
10002396.SH,SSE,华夏上证50ETF期权2003认沽2.45,10000.0,OP510050.SH,ETF期权,P,欧式,2.45,202003,20200325,0.013,20200319,20200325,20200325,20200326,人民币元,0.0001
10002072.SH,SSE,华夏上证50ETF期权2003认购3.10,10000.0,OP510050.SH,ETF期权,C,欧式,3.1,202003,20200325,0.0286,20191202,20200325,20200325,20200326,人民币元,0.0001
10002073.SH,SSE,华夏上证50ETF期权2003认购3.20,10000.0,OP510050.SH,ETF期权,C,欧式,3.2,202003,20200325,0.0145,20191202,20200325,20200325,20200326,人民币元,0.0001
10002219.SH,SSE,华泰柏瑞沪深300ETF期权2003认购4.50,10000.0,OP510300.SH,ETF期权,C,欧式,4.5,202003,20200325,0.0257,20191231,20200325,20200325,20200326,人民币元,0.0001
10002074.SH,SSE,华夏上证50ETF期权2003认沽2.70,10000.0,OP510050.SH,ETF期权,P,欧式,2.7,202003,20200325,0.02,20191202,20200325,20200325,20200326,人民币元,0.0001
10002220.SH,SSE,华泰柏瑞沪深300ETF期权2003认沽4.50,10000.0,OP510300.SH,ETF期权,P,欧式,4.5,202003,20200325,0.425,20191231,20200325,20200325,20200326,人民币元,0.0001
10002075.SH,SSE,华夏上证50ETF期权2003认沽2.75,10000.0,OP510050.SH,ETF期权,P,欧式,2.75,202003,20200325,0.0297,20191202,20200325,20200325,20200326,人民币元,0.0001
10002076.SH,SSE,华夏上证50ETF期权2003认沽2.80,10000.0,OP510050.SH,ETF期权,P,欧式,2.8,202003,20200325,0.0432,20191202,20200325,20200325,20200326,人民币元,0.0001
10002077.SH,SSE,华夏上证50ETF期权2003认沽2.85,10000.0,OP510050.SH,ETF期权,P,欧式,2.85,202003,20200325,0.0608,20191202,20200325,20200325,20200326,人民币元,0.0001
10002078.SH,SSE,华夏上证50ETF期权2003认沽2.90,10000.0,OP510050.SH,ETF期权,P,欧式,2.9,202003,20200325,0.0829,20191202,20200325,20200325,20200326,人民币元,0.0001
10002079.SH,SSE,华夏上证50ETF期权2003认沽2.95,10000.0,OP510050.SH,ETF期权,P,欧式,2.95,202003,20200325,0.1092,20191202,20200325,20200325,20200326,人民币元,0.0001
10002080.SH,SSE,华夏上证50ETF期权2003认沽3.00,10000.0,OP510050.SH,ETF期权,P,欧式,3.0,202003,20200325,0.1415,20191202,20200325,20200325,20200326,人民币元,0.0001
10001909.SH,SSE,华夏上证50ETF期权2003认购2.706,10163.0,OP510050.SH,ETF期权,C,欧式,2.706,202003,20200325,0.3401,20190725,20200325,20200325,20200326,人民币元,0.0001
10002081.SH,SSE,华夏上证50ETF期权2003认沽3.10,10000.0,OP510050.SH,ETF期权,P,欧式,3.1,202003,20200325,0.2169,20191202,20200325,20200325,20200326,人民币元,0.0001
10001910.SH,SSE,华夏上证50ETF期权2003认购2.755,10163.0,OP510050.SH,ETF期权,C,欧式,2.755,202003,20200325,0.3085,20190725,20200325,20200325,20200326,人民币元,0.0001
10002082.SH,SSE,华夏上证50ETF期权2003认沽3.20,10000.0,OP510050.SH,ETF期权,P,欧式,3.2,202003,20200325,0.309,20191202,20200325,20200325,20200326,人民币元,0.0001
10001911.SH,SSE,华夏上证50ETF期权2003认购2.804,10163.0,OP510050.SH,ETF期权,C,欧式,2.804,202003,20200325,0.2814,20190725,20200325,20200325,20200326,人民币元,0.0001
10001912.SH,SSE,华夏上证50ETF期权2003认购2.853,10163.0,OP510050.SH,ETF期权,C,欧式,2.853,202003,20200325,0.2542,20190725,20200325,20200325,20200326,人民币元,0.0001
10001913.SH,SSE,华夏上证50ETF期权2003认购2.903,10163.0,OP510050.SH,ETF期权,C,欧式,2.903,202003,20200325,0.2285,20190725,20200325,20200325,20200326,人民币元,0.0001
10001914.SH,SSE,华夏上证50ETF期权2003认购2.952,10163.0,OP510050.SH,ETF期权,C,欧式,2.952,202003,20200325,0.2063,20190725,20200325,20200325,20200326,人民币元,0.0001
10001915.SH,SSE,华夏上证50ETF期权2003认购3.05,10163.0,OP510050.SH,ETF期权,C,欧式,3.05,202003,20200325,0.167,20190725,20200325,20200325,20200326,人民币元,0.0001
10001916.SH,SSE,华夏上证50ETF期权2003认购3.149,10163.0,OP510050.SH,ETF期权,C,欧式,3.149,202003,20200325,0.1335,20190725,20200325,20200325,20200326,人民币元,0.0001
10001917.SH,SSE,华夏上证50ETF期权2003认购3.247,10163.0,OP510050.SH,ETF期权,C,欧式,3.247,202003,20200325,0.1078,20190725,20200325,20200325,20200326,人民币元,0.0001
10001918.SH,SSE,华夏上证50ETF期权2003认沽2.706,10163.0,OP510050.SH,ETF期权,P,欧式,2.706,202003,20200325,0.0897,20190725,20200325,20200325,20200326,人民币元,0.0001
10001919.SH,SSE,华夏上证50ETF期权2003认沽2.755,10163.0,OP510050.SH,ETF期权,P,欧式,2.755,202003,20200325,0.1089,20190725,20200325,20200325,20200326,人民币元,0.0001
10001920.SH,SSE,华夏上证50ETF期权2003认沽2.804,10163.0,OP510050.SH,ETF期权,P,欧式,2.804,202003,20200325,0.1297,20190725,20200325,20200325,20200326,人民币元,0.0001
10001921.SH,SSE,华夏上证50ETF期权2003认沽2.853,10163.0,OP510050.SH,ETF期权,P,欧式,2.853,202003,20200325,0.1516,20190725,20200325,20200325,20200326,人民币元,0.0001
10001922.SH,SSE,华夏上证50ETF期权2003认沽2.903,10163.0,OP510050.SH,ETF期权,P,欧式,2.903,202003,20200325,0.1761,20190725,20200325,20200325,20200326,人民币元,0.0001
10001923.SH,SSE,华夏上证50ETF期权2003认沽2.952,10163.0,OP510050.SH,ETF期权,P,欧式,2.952,202003,20200325,0.2024,20190725,20200325,20200325,20200326,人民币元,0.0001
10001987.SH,SSE,华夏上证50ETF期权2003认购3.444,10163.0,OP510050.SH,ETF期权,C,欧式,3.444,202003,20200325,0.0257,20191015,20200325,20200325,20200326,人民币元,0.0001
10001924.SH,SSE,华夏上证50ETF期权2003认沽3.05,10163.0,OP510050.SH,ETF期权,P,欧式,3.05,202003,20200325,0.2612,20190725,20200325,20200325,20200326,人民币元,0.0001
10001988.SH,SSE,华夏上证50ETF期权2003认沽3.444,10163.0,OP510050.SH,ETF期权,P,欧式,3.444,202003,20200325,0.4406,20191015,20200325,20200325,20200326,人民币元,0.0001
10001925.SH,SSE,华夏上证50ETF期权2003认沽3.149,10163.0,OP510050.SH,ETF期权,P,欧式,3.149,202003,20200325,0.3253,20190725,20200325,20200325,20200326,人民币元,0.0001
10001926.SH,SSE,华夏上证50ETF期权2003认沽3.247,10163.0,OP510050.SH,ETF期权,P,欧式,3.247,202003,20200325,0.3971,20190725,20200325,20200325,20200326,人民币元,0.0001
10002211.SH,SSE,华夏上证50ETF期权2003认购3.50,10000.0,OP510050.SH,ETF期权,C,欧式,3.5,202003,20200325,0.0096,20191231,20200325,20200325,20200326,人民币元,0.0001
10002212.SH,SSE,华夏上证50ETF期权2003认沽3.50,10000.0,OP510050.SH,ETF期权,P,欧式,3.5,202003,20200325,0.449,20191231,20200325,20200325,20200326,人民币元,0.0001
10002315.SH,SSE,华泰柏瑞沪深300ETF期权2003认购3.30,10000.0,OP510300.SH,ETF期权,C,欧式,3.3,202003,20200325,0.3749,20200204,20200325,20200325,20200326,人民币元,0.0001
10002316.SH,SSE,华泰柏瑞沪深300ETF期权2003认购3.40,10000.0,OP510300.SH,ETF期权,C,欧式,3.4,202003,20200325,0.2811,20200204,20200325,20200325,20200326,人民币元,0.0001
10002317.SH,SSE,华泰柏瑞沪深300ETF期权2003认购3.50,10000.0,OP510300.SH,ETF期权,C,欧式,3.5,202003,20200325,0.1958,20200204,20200325,20200325,20200326,人民币元,0.0001
10002318.SH,SSE,华泰柏瑞沪深300ETF期权2003认沽3.30,10000.0,OP510300.SH,ETF期权,P,欧式,3.3,202003,20200325,0.0783,20200204,20200325,20200325,20200326,人民币元,0.0001
10002319.SH,SSE,华泰柏瑞沪深300ETF期权2003认沽3.40,10000.0,OP510300.SH,ETF期权,P,欧式,3.4,202003,20200325,0.1085,20200204,20200325,20200325,20200326,人民币元,0.0001
10002320.SH,SSE,华泰柏瑞沪深300ETF期权2003认沽3.50,10000.0,OP510300.SH,ETF期权,P,欧式,3.5,202003,20200325,0.1456,20200204,20200325,20200325,20200326,人民币元,0.0001
10002409.SH,SSE,华泰柏瑞沪深300ETF期权2003认购3.20,10000.0,OP510300.SH,ETF期权,C,欧式,3.2,202003,20200325,0.4328,20200319,20200325,20200325,20200326,人民币元,0.0001
10002410.SH,SSE,华泰柏瑞沪深300ETF期权2003认沽3.20,10000.0,OP510300.SH,ETF期权,P,欧式,3.2,202003,20200325,0.0041,20200319,20200325,20200325,20200326,人民币元,0.0001
10002105.SH,SSE,华夏上证50ETF期权2003认购3.30,10000.0,OP510050.SH,ETF期权,C,欧式,3.3,202003,20200325,0.0093,20191209,20200325,20200325,20200326,人民币元,0.0001
10002106.SH,SSE,华夏上证50ETF期权2003认沽3.30,10000.0,OP510050.SH,ETF期权,P,欧式,3.3,202003,20200325,0.364,20191209,20200325,20200325,20200326,人民币元,0.0001
10002153.SH,SSE,华泰柏瑞沪深300ETF期权2003认购3.60,10000.0,OP510300.SH,ETF期权,C,欧式,3.6,202003,20200325,0.4546,20191223,20200325,20200325,20200326,人民币元,0.0001
10002154.SH,SSE,华泰柏瑞沪深300ETF期权2003认购3.70,10000.0,OP510300.SH,ETF期权,C,欧式,3.7,202003,20200325,0.3664,20191223,20200325,20200325,20200326,人民币元,0.0001
10002155.SH,SSE,华泰柏瑞沪深300ETF期权2003认购3.80,10000.0,OP510300.SH,ETF期权,C,欧式,3.8,202003,20200325,0.2858,20191223,20200325,20200325,20200326,人民币元,0.0001
10002156.SH,SSE,华泰柏瑞沪深300ETF期权2003认购3.90,10000.0,OP510300.SH,ETF期权,C,欧式,3.9,202003,20200325,0.2148,20191223,20200325,20200325,20200326,人民币元,0.0001
10002157.SH,SSE,华泰柏瑞沪深300ETF期权2003认购4.00,10000.0,OP510300.SH,ETF期权,C,欧式,4.0,202003,20200325,0.1552,20191223,20200325,20200325,20200326,人民币元,0.0001
10002158.SH,SSE,华泰柏瑞沪深300ETF期权2003认购4.10,10000.0,OP510300.SH,ETF期权,C,欧式,4.1,202003,20200325,0.1075,20191223,20200325,20200325,20200326,人民币元,0.0001
10002159.SH,SSE,华泰柏瑞沪深300ETF期权2003认购4.20,10000.0,OP510300.SH,ETF期权,C,欧式,4.2,202003,20200325,0.0713,20191223,20200325,20200325,20200326,人民币元,0.0001
10002160.SH,SSE,华泰柏瑞沪深300ETF期权2003认购4.30,10000.0,OP510300.SH,ETF期权,C,欧式,4.3,202003,20200325,0.0452,20191223,20200325,20200325,20200326,人民币元,0.0001
10002161.SH,SSE,华泰柏瑞沪深300ETF期权2003认购4.40,10000.0,OP510300.SH,ETF期权,C,欧式,4.4,202003,20200325,0.0274,20191223,20200325,20200325,20200326,人民币元,0.0001
10002162.SH,SSE,华泰柏瑞沪深300ETF期权2003认沽3.60,10000.0,OP510300.SH,ETF期权,P,欧式,3.6,202003,20200325,0.0106,20191223,20200325,20200325,20200326,人民币元,0.0001
10002163.SH,SSE,华泰柏瑞沪深300ETF期权2003认沽3.70,10000.0,OP510300.SH,ETF期权,P,欧式,3.7,202003,20200325,0.0217,20191223,20200325,20200325,20200326,人民币元,0.0001
10002164.SH,SSE,华泰柏瑞沪深300ETF期权2003认沽3.80,10000.0,OP510300.SH,ETF期权,P,欧式,3.8,202003,20200325,0.0403,20191223,20200325,20200325,20200326,人民币元,0.0001
10002227.SH,SSE,华泰柏瑞沪深300ETF期权2003认购4.60,10000.0,OP510300.SH,ETF期权,C,欧式,4.6,202003,20200325,0.0379,20200108,20200325,20200325,20200326,人民币元,0.0001
10002165.SH,SSE,华泰柏瑞沪深300ETF期权2003认沽3.90,10000.0,OP510300.SH,ETF期权,P,欧式,3.9,202003,20200325,0.0685,20191223,20200325,20200325,20200326,人民币元,0.0001
10002113.SH,SSE,华夏上证50ETF期权2003认购3.40,10000.0,OP510050.SH,ETF期权,C,欧式,3.4,202003,20200325,0.0104,20191216,20200325,20200325,20200326,人民币元,0.0001
10002228.SH,SSE,华泰柏瑞沪深300ETF期权2003认沽4.60,10000.0,OP510300.SH,ETF期权,P,欧式,4.6,202003,20200325,0.445,20200108,20200325,20200325,20200326,人民币元,0.0001
10002166.SH,SSE,华泰柏瑞沪深300ETF期权2003认沽4.00,10000.0,OP510300.SH,ETF期权,P,欧式,4.0,202003,20200325,0.1081,20191223,20200325,20200325,20200326,人民币元,0.0001
10002114.SH,SSE,华夏上证50ETF期权2003认沽3.40,10000.0,OP510050.SH,ETF期权,P,欧式,3.4,202003,20200325,0.4,20191216,20200325,20200325,20200326,人民币元,0.0001
10002167.SH,SSE,华泰柏瑞沪深300ETF期权2003认沽4.10,10000.0,OP510300.SH,ETF期权,P,欧式,4.1,202003,20200325,0.1596,20191223,20200325,20200325,20200326,人民币元,0.0001
10002168.SH,SSE,华泰柏瑞沪深300ETF期权2003认沽4.20,10000.0,OP510300.SH,ETF期权,P,欧式,4.2,202003,20200325,0.2226,20191223,20200325,20200325,20200326,人民币元,0.0001
10002283.SH,SSE,华夏上证50ETF期权2003认购2.50,10000.0,OP510050.SH,ETF期权,C,欧式,2.5,202003,20200325,0.218,20200204,20200325,20200325,20200326,人民币元,0.0001
10002169.SH,SSE,华泰柏瑞沪深300ETF期权2003认沽4.30,10000.0,OP510300.SH,ETF期权,P,欧式,4.3,202003,20200325,0.2958,20191223,20200325,20200325,20200326,人民币元,0.0001
10002284.SH,SSE,华夏上证50ETF期权2003认购2.55,10000.0,OP510050.SH,ETF期权,C,欧式,2.55,202003,20200325,0.1723,20200204,20200325,20200325,20200326,人民币元,0.0001
10002170.SH,SSE,华泰柏瑞沪深300ETF期权2003认沽4.40,10000.0,OP510300.SH,ETF期权,P,欧式,4.4,202003,20200325,0.384,20191223,20200325,20200325,20200326,人民币元,0.0001
10002285.SH,SSE,华夏上证50ETF期权2003认购2.60,10000.0,OP510050.SH,ETF期权,C,欧式,2.6,202003,20200325,0.1353,20200204,20200325,20200325,20200326,人民币元,0.0001
10002286.SH,SSE,华夏上证50ETF期权2003认购2.65,10000.0,OP510050.SH,ETF期权,C,欧式,2.65,202003,20200325,0.1094,20200204,20200325,20200325,20200326,人民币元,0.0001
10002287.SH,SSE,华夏上证50ETF期权2003认沽2.50,10000.0,OP510050.SH,ETF期权,P,欧式,2.5,202003,20200325,0.0619,20200204,20200325,20200325,20200326,人民币元,0.0001
10002288.SH,SSE,华夏上证50ETF期权2003认沽2.55,10000.0,OP510050.SH,ETF期权,P,欧式,2.55,202003,20200325,0.0781,20200204,20200325,20200325,20200326,人民币元,0.0001
10002289.SH,SSE,华夏上证50ETF期权2003认沽2.60,10000.0,OP510050.SH,ETF期权,P,欧式,2.6,202003,20200325,0.0976,20200204,20200325,20200325,20200326,人民币元,0.0001
10002290.SH,SSE,华夏上证50ETF期权2003认沽2.65,10000.0,OP510050.SH,ETF期权,P,欧式,2.65,202003,20200325,0.1199,20200204,20200325,20200325,20200326,人民币元,0.0001
10002425.SH,SSE,华泰柏瑞沪深300ETF期权2003认购3.10,10000.0,OP510300.SH,ETF期权,C,欧式,3.1,202003,20200325,0.4265,20200324,20200325,20200325,20200326,人民币元,0.0001
10002426.SH,SSE,华泰柏瑞沪深300ETF期权2003认沽3.10,10000.0,OP510300.SH,ETF期权,P,欧式,3.1,202003,20200325,0.0001,20200324,20200325,20200325,20200326,人民币元,0.0001
10002417.SH,SSE,华夏上证50ETF期权2003认购2.35,10000.0,OP510050.SH,ETF期权,C,欧式,2.35,202003,20200325,0.219,20200320,20200325,20200325,20200326,人民币元,0.0001
10002418.SH,SSE,华夏上证50ETF期权2003认沽2.35,10000.0,OP510050.SH,ETF期权,P,欧式,2.35,202003,20200325,0.0036,20200320,20200325,20200325,20200326,人民币元,0.0001
10001933.SH,SSE,华夏上证50ETF期权2003认购2.607,10163.0,OP510050.SH,ETF期权,C,欧式,2.607,202003,20200325,0.3065,20190806,20200325,20200325,20200326,人民币元,0.0001
10001934.SH,SSE,华夏上证50ETF期权2003认沽2.607,10163.0,OP510050.SH,ETF期权,P,欧式,2.607,202003,20200325,0.075,20190806,20200325,20200325,20200326,人民币元,0.0001
10002189.SH,SSE,华夏上证50ETF期权2002认购2.80,10000.0,OP510050.SH,ETF期权,C,欧式,2.8,202002,20200226,0.2184,20191226,20200226,20200226,20200227,人民币元,0.0001
10002190.SH,SSE,华夏上证50ETF期权2002认购2.85,10000.0,OP510050.SH,ETF期权,C,欧式,2.85,202002,20200226,0.1708,20191226,20200226,20200226,20200227,人民币元,0.0001
10002191.SH,SSE,华夏上证50ETF期权2002认购2.90,10000.0,OP510050.SH,ETF期权,C,欧式,2.9,202002,20200226,0.1308,20191226,20200226,20200226,20200227,人民币元,0.0001
10002192.SH,SSE,华夏上证50ETF期权2002认购2.95,10000.0,OP510050.SH,ETF期权,C,欧式,2.95,202002,20200226,0.0961,20191226,20200226,20200226,20200227,人民币元,0.0001
10002193.SH,SSE,华夏上证50ETF期权2002认购3.00,10000.0,OP510050.SH,ETF期权,C,欧式,3.0,202002,20200226,0.0689,20191226,20200226,20200226,20200227,人民币元,0.0001
10002194.SH,SSE,华夏上证50ETF期权2002认购3.10,10000.0,OP510050.SH,ETF期权,C,欧式,3.1,202002,20200226,0.0337,20191226,20200226,20200226,20200227,人民币元,0.0001
10002195.SH,SSE,华夏上证50ETF期权2002认购3.20,10000.0,OP510050.SH,ETF期权,C,欧式,3.2,202002,20200226,0.0171,20191226,20200226,20200226,20200227,人民币元,0.0001
10002196.SH,SSE,华夏上证50ETF期权2002认购3.30,10000.0,OP510050.SH,ETF期权,C,欧式,3.3,202002,20200226,0.0095,20191226,20200226,20200226,20200227,人民币元,0.0001
10002197.SH,SSE,华夏上证50ETF期权2002认购3.40,10000.0,OP510050.SH,ETF期权,C,欧式,3.4,202002,20200226,0.0062,20191226,20200226,20200226,20200227,人民币元,0.0001
10002198.SH,SSE,华夏上证50ETF期权2002认沽2.80,10000.0,OP510050.SH,ETF期权,P,欧式,2.8,202002,20200226,0.0098,20191226,20200226,20200226,20200227,人民币元,0.0001
10002199.SH,SSE,华夏上证50ETF期权2002认沽2.85,10000.0,OP510050.SH,ETF期权,P,欧式,2.85,202002,20200226,0.0149,20191226,20200226,20200226,20200227,人民币元,0.0001
10002200.SH,SSE,华夏上证50ETF期权2002认沽2.90,10000.0,OP510050.SH,ETF期权,P,欧式,2.9,202002,20200226,0.0235,20191226,20200226,20200226,20200227,人民币元,0.0001
10002201.SH,SSE,华夏上证50ETF期权2002认沽2.95,10000.0,OP510050.SH,ETF期权,P,欧式,2.95,202002,20200226,0.04,20191226,20200226,20200226,20200227,人民币元,0.0001
10002202.SH,SSE,华夏上证50ETF期权2002认沽3.00,10000.0,OP510050.SH,ETF期权,P,欧式,3.0,202002,20200226,0.0621,20191226,20200226,20200226,20200227,人民币元,0.0001
10002203.SH,SSE,华夏上证50ETF期权2002认沽3.10,10000.0,OP510050.SH,ETF期权,P,欧式,3.1,202002,20200226,0.1285,20191226,20200226,20200226,20200227,人民币元,0.0001
10002204.SH,SSE,华夏上证50ETF期权2002认沽3.20,10000.0,OP510050.SH,ETF期权,P,欧式,3.2,202002,20200226,0.22,20191226,20200226,20200226,20200227,人民币元,0.0001
10002205.SH,SSE,华夏上证50ETF期权2002认沽3.30,10000.0,OP510050.SH,ETF期权,P,欧式,3.3,202002,20200226,0.32,20191226,20200226,20200226,20200227,人民币元,0.0001
10002206.SH,SSE,华夏上证50ETF期权2002认沽3.40,10000.0,OP510050.SH,ETF期权,P,欧式,3.4,202002,20200226,0.42,20191226,20200226,20200226,20200227,人民币元,0.0001
10002217.SH,SSE,华泰柏瑞沪深300ETF期权2002认购4.50,10000.0,OP510300.SH,ETF期权,C,欧式,4.5,202002,20200226,0.0091,20191231,20200226,20200226,20200227,人民币元,0.0001
10002218.SH,SSE,华泰柏瑞沪深300ETF期权2002认沽4.50,10000.0,OP510300.SH,ETF期权,P,欧式,4.5,202002,20200226,0.425,20191231,20200226,20200226,20200227,人民币元,0.0001
10002309.SH,SSE,华泰柏瑞沪深300ETF期权2002认购3.30,10000.0,OP510300.SH,ETF期权,C,欧式,3.3,202002,20200226,0.3652,20200204,20200226,20200226,20200227,人民币元,0.0001
